[control]player_id,Time_Index,[output]arousal,playerStanding,playerScore,playerSpeed,playerIsGrounded,playerIsMidAir,playerIsLooping,playerIsCrashing,playerIsOffRoad,playerGasPedal,playerSteering,playerLap,playerDistanceToWayPoint,playerDeltaDistance,playerDeltaRotation,playerRespawn,visibleBotCount,botStanding,botScore,botSpeed,botIsGrounded,botIsLooping,botIsOffRoad,botIsCrashing,botGasPedal,botSteering,botLap,botDistanceToWayPoint,botDeltaDistance,botDeltaRotation,botPlayerDistance,botRespawn,visibleLoopCount,Cluster
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0,0.6923076923076924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3396638405191684,0.7228477380527627,0.0,0.6580305289903319,0.0,0.0,0.0,0.8309135860256953,0.0,0.0,0.0014751451965046,1.0,0.0,0.0,0.0,0.1036429438333895,0.6344766773750784,0.0,0.7020700984188124,0.001143646642426,0.0005225246111852,0.135624355184197,0.0,1.0,4.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,1,0.7264957264957266,0.7364510242247101,0.0,0.4955051445539665,1.0,0.0,0.0,0.1680520645401124,0.0,1.0,0.8910981891323684,0.0,0.4511284349443387,0.5561662515386289,0.1960190810735823,0.0,1.0,0.6922486942868158,0.0,0.657449726579676,1.0,0.0,0.0,0.0433604156256091,0.8565350017322577,0.8749783682417698,0.0,0.5636388909125938,0.638619064715722,0.4618310349831327,0.085455270452622,0.0,1.0,4.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,2,0.7948717948717949,0.5909090932334711,0.0,0.3336532917171402,1.0,0.0,0.0,0.3698876755123409,0.0,0.960449363047254,0.5164808262081825,0.0,0.027765969318671,0.3359848026054542,0.2675396319828321,0.0,0.8032811770344171,0.8693589686601975,0.0,0.5291569525054614,1.0,0.0,0.0,0.4578066005785865,0.7218337401494043,0.3453653256995235,0.0,0.2312975900583734,0.4648929380917855,0.7344188152103911,0.0568102578504206,0.0,0.0909090909090909,4.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3,0.8290598290598292,0.6050803431529526,0.0224747462121212,0.1430812830267183,1.0,0.0,0.0,0.0980794536167678,0.1960784166666666,0.0,0.8466132750101049,0.0,0.1838236665131366,0.1433058600028821,0.1536058935028214,0.0,0.944103404426069,0.8149989406949069,0.0305922655555555,0.2377315228928419,1.0,0.0,0.1549640719883488,0.114777628162514,0.1817663543491682,0.7552855909572926,0.0,0.3285325441282739,0.2043674158087101,0.6774984956146889,0.0385803507581109,0.0,0.0,4.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,4,0.6752136752136753,0.5909090932334711,0.0454545454545454,0.0609960334448437,1.0,0.0,0.0,0.0,1.0,0.5499283000981424,0.3943768306097786,0.0,0.4646031742055583,0.0582238334705928,0.1281376931447678,0.0,0.8370232243809436,1.0,0.0666666666666666,0.0884208206355524,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5987671396439912,0.0744626764821548,0.2296459139038408,0.0371058525284911,0.0,0.0,4.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,5,0.5726495726495727,0.6207158286013047,0.0454545454545454,0.1205595597923031,1.0,0.0,0.0,0.0,0.4641148181818181,0.7460415481169722,0.0,0.0,0.4060397952294212,0.1107948750467716,0.2511734887697333,0.0,0.4121764594816163,0.8763595428773474,0.0606060606060606,0.1187864326525414,0.9090909090909092,0.0,0.7868608929358595,0.118255891839369,0.56352976407005,0.2993731841767406,0.0,0.5027686160766489,0.0938777463580457,0.291822626717317,0.0359002211416634,0.0,0.0,4.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,6,0.6210826210826211,1.0,0.0454545454545454,0.2597680039691597,1.0,0.0,0.0,0.0,0.8385416666666666,0.8244222081673465,0.6236923633155906,0.0,0.2997390243352565,0.2654422771184792,0.4158745435281127,0.0,0.3560512839865294,0.7640414661537721,0.0555555555555555,0.5470787630518319,0.8333333333333334,0.0,0.0,1.0,0.6979562792119426,0.6459421252925237,0.0,0.270612091742822,0.4906685107437315,0.5933823407107173,0.1914875368592028,0.0,0.0,4.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,7,0.6837606837606839,1.0,0.0582386363636363,0.5020487432519604,1.0,0.0,0.0,0.0,0.19866075,1.0,0.4078901560419394,0.0,0.1659363996794057,0.5323177806698347,0.3408500397271741,0.0,0.8020625352489122,0.784001073786637,0.1092476666666666,0.5883332683128203,1.0,0.0,0.0,0.0,0.6894816046744219,0.0,0.0,0.4473039673913327,0.5503715898018315,0.7224279207272428,0.2660229035320319,0.0,0.27777775,4.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,8,0.7008547008547009,1.0,0.0909090909090909,0.3634419642987183,1.0,0.0,0.0,0.0,0.2954545454545454,0.8418991324538525,0.7911268549250798,0.0,0.418386351529771,0.4645744693748609,0.2409652972791922,0.0,0.606479671872225,0.8329346852326636,0.1333333333333333,0.7511032139486535,1.0,0.0,0.0,0.236511357957868,0.8314753377273137,0.6647839784976508,0.0,0.346153525249256,0.8339186833439141,0.7054108518830164,0.3678980117457574,0.0,0.0,4.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,9,0.6410256410256411,1.0,0.0909090909090909,0.4593505384440808,1.0,0.0,0.0,0.0,0.0,0.876913376579872,0.4475889783338422,0.0,0.0312881809782699,0.503204121342759,0.4282878662517704,0.0,0.3121844475826819,0.59199053197809,0.1166666666666666,0.443569318420788,0.6666666666666666,0.0,0.0,0.0,0.5534106939058514,0.3435615804859938,0.0,0.1780342579893185,0.4604499816205654,0.4401162828432303,0.2464937471503411,0.0,0.0,4.0
