Player,Time_Index_L,playerStanding_L,playerScore_L,playerSpeed_L,playerIsGrounded_L,playerIsMidAir_L,playerIsLooping_L,playerIsCrashing_L,playerIsOffRoad_L,playerGasPedal_L,playerSteering_L,playerLap_L,playerDistanceToWayPoint_L,playerDeltaDistance_L,playerDeltaRotation_L,playerRespawn_L,visibleBotCount_L,botStanding_L,botScore_L,botSpeed_L,botIsGrounded_L,botIsLooping_L,botIsOffRoad_L,botIsCrashing_L,botGasPedal_L,botSteering_L,botLap_L,botDistanceToWayPoint_L,botDeltaDistance_L,botDeltaRotation_L,botPlayerDistance_L,botRespawn_L,visibleLoopCount_L,Cluster_L,[output]arousal_L,Time_Index_R,playerStanding_R,playerScore_R,playerSpeed_R,playerIsGrounded_R,playerIsMidAir_R,playerIsLooping_R,playerIsCrashing_R,playerIsOffRoad_R,playerGasPedal_R,playerSteering_R,playerLap_R,playerDistanceToWayPoint_R,playerDeltaDistance_R,playerDeltaRotation_R,playerRespawn_R,visibleBotCount_R,botStanding_R,botScore_R,botSpeed_R,botIsGrounded_R,botIsLooping_R,botIsOffRoad_R,botIsCrashing_R,botGasPedal_R,botSteering_R,botLap_R,botDistanceToWayPoint_R,botDeltaDistance_R,botDeltaRotation_R,botPlayerDistance_R,botRespawn_R,visibleLoopCount_R,Cluster_R,[output]arousal_R,Ranking
B17DF37B-207D-A052-4D45-F862B3BF4C4C,0.7073170731707318,0.4,0.6956521739130435,0.2220547024898781,1.0,0.0,0.0,0.0,0.2691198181818182,0.8202752791377168,0.5468116772727273,1.0,0.2157085034124736,0.0934168519439604,0.1595782975188158,0.0,0.0265151515151515,0.2545454545454546,0.0656557145639694,0.0660261987049616,0.0649350909090909,0.0,0.0,0.0,0.1677922882785821,0.5890746125786887,0.0454545454545454,0.0810917165664949,0.036286089791276,0.016828287020021,0.1121393402628894,0.0,0.0795454545454545,3.0,0.5555555555555556,0.7317073170731707,0.4,0.7149209486166007,0.4101681373813394,1.0,0.0,0.0,0.0,0.4318181818181818,1.0,0.2463492681818182,1.0,0.2364568435224401,0.174808793808765,0.1509142934432134,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0845715171064404,0.5890746125786887,0.0,0.0,0.0,0.0,0.0,0.0,0.0681818181818181,3.0,0.5555555555555556,stable
D0F7ABC0-F552-63CD-CAC6-6703C39B83CA,0.902439024390244,1.0,0.6521739130434783,0.2821618437153955,1.0,0.0,0.0,0.0,0.8920454545454546,1.0,0.5320396772727273,0.5,0.3709243531944133,0.0599812898706902,0.0095424710048258,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0845715171064404,0.5890746125786887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.926829268292683,1.0,0.6628018115942029,0.5818617993051374,1.0,0.0,0.0,0.0,0.0,1.0,0.4644713541666667,0.6222220833333333,0.209118810690124,0.129386683228148,0.0219715631535148,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0845715171064404,0.5890746125786887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,stable
64A0EC69-0CE2-8405-0FFC-D63A7F55E703,0.0975609756097561,1.0,0.0434782608695652,0.1894353389999827,1.0,0.0,0.0,0.0,0.4090909090909091,0.7684087691211103,0.3994045181818182,0.0,0.3324373923745347,0.0798207550608301,0.1406968761782004,0.0,0.4507575757575757,0.5983996363636364,0.0442568101389931,0.3384981925078456,0.9090909090909092,0.0,0.0,0.0,0.605647036970734,0.3336612607858121,0.0,0.1695195450017128,0.1766799297349131,0.1763338452306157,0.280455901704789,0.0,0.0,1.0,0.0,0.1219512195121951,1.0,0.0434782608695652,0.3654616892821611,1.0,0.0,0.0,0.0,0.0,0.7708230865300347,0.5738669583333333,0.0,0.1958638434613644,0.153322913342647,0.1138750351262455,0.0,0.0347222222222221,0.2666666666666666,0.0152467159376329,0.0608956272593651,0.1666666666666666,0.0,0.0,0.0,0.2218857895404743,0.5662454243886158,0.0,0.0891535092627227,0.0290721152319086,0.0070841636829297,0.0623880354264929,0.0,0.0833333333333333,1.0,0.0,stable
718078D1-70DB-2916-366D-1119A22DCD7F,0.3902439024390244,1.0,0.2608695652173913,0.5243132533254584,1.0,0.0,0.3095238333333333,0.0975177304964537,0.2083333333333333,1.0,0.4441455875,0.0,0.2163967332219163,0.2183135636368147,0.1676555412858136,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0845715171064404,0.5890746125786887,0.0,0.0,0.0,0.0,0.0,0.0,0.7023809166666667,1.0,0.6666666666666666,0.4146341463414634,1.0,0.2608695652173913,0.2422100572113286,0.1921487272727272,0.8078512727272728,0.3939393636363636,0.29112714893617,0.0,1.0,0.4735161531818182,0.0,0.1114243161765342,0.0708935188103433,0.0817197817500724,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0845715171064404,0.5890746125786887,0.0,0.0,0.0,0.0,0.0,0.0,0.6528925454545454,1.0,0.6666666666666666,stable
C5A540EA-A98F-9BE7-0AF4-CEC3DA884958,0.8780487804878049,1.0,0.7524703557312253,0.3343299896831042,1.0,0.0,0.0,0.0,0.4242424545454545,1.0,0.2262424409090909,1.0,0.1715242894518875,0.1375265768609573,0.1383858598065394,0.0,0.1363636363636363,0.4096969090909091,0.3151474299070534,0.1298106105748221,0.3636363636363636,0.0,0.0,0.0,0.2910382973978935,0.399918434423668,0.3636363636363636,0.0310081344137243,0.0703672419991237,0.0895531972497595,0.1915485044283116,0.0,0.0,1.0,0.0,0.902439024390244,1.0,0.7826086956521738,0.3401535479334747,1.0,0.0,0.0,0.0,0.5,1.0,0.5378981272727272,1.0,0.2705895425078271,0.242301645359308,0.2950441371876912,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0845715171064404,0.5890746125786887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,stable
772BA0E9-AC30-CEA6-AA1B-18A0300702AA,0.4878048780487805,0.4,0.4927536231884058,0.548764908292218,1.0,0.0,0.0,0.0,0.0,1.0,0.6529275758333333,0.5,0.3372267371713405,0.1084775270533962,0.0430293568867071,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0845715171064404,0.5890746125786887,0.0,0.0,0.0,0.0,0.0,0.0,0.0649305833333333,2.0,0.662484700122399,0.5121951219512195,0.4,0.5217391304347826,0.5960712090629463,1.0,0.0,0.0,0.0,0.0,1.0,0.4967072291666667,0.5,0.5234869131124812,0.1186267792220978,0.0043790657406756,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0845715171064404,0.5890746125786887,0.0,0.0,0.0,0.0,0.0,0.0,0.5104166666666666,2.0,0.662484700122399,stable
48D32E40-ABB9-E3FB-185C-8A5AA0C44CBF,0.3902439024390244,1.0,0.3043478260869565,0.375596442986162,0.75,0.25,0.0,0.156028212765957,0.625,1.0,0.6383141999999999,0.0,0.4486194882287143,0.4092189533590711,0.2210393172765965,0.0,0.7777776666666667,0.5857142000000002,0.3696468860588844,0.5708764251380447,1.0,0.0,0.0,0.0,0.8752182867824599,0.7168093310197473,0.3386905,0.3486490828858495,0.6863995817332514,0.1517767669518512,0.6978270666686381,0.0,0.8,1.0,0.9767441860465116,0.4146341463414634,1.0,0.3043478260869565,0.4618603350196609,1.0,0.0,0.0,0.0,0.1590909090909091,1.0,0.4166823772727273,0.0,0.264839938789623,0.3698541415656813,0.1028260502544422,0.0,0.1742424242424242,0.46,0.1750819055039185,0.1980482064116314,0.4545454545454545,0.0,0.0,0.0,0.3082273396315714,0.8614683353011487,0.2272727272727272,0.1606636717706967,0.2004922051581837,0.2192007840988506,0.3404817175047682,0.0,0.9772727272727272,1.0,0.9767441860465116,stable
D8D27F81-4F83-E10A-448A-735447867552,0.8292682926829269,0.4,0.7684924901185771,0.4477234888126708,1.0,0.0,0.0,0.0,0.0,0.900918480707023,0.3244931227272727,1.0,0.2774098737100995,0.2557862027481114,0.1999820521531365,0.0,0.3361111212121213,0.4800236363636364,0.4562135474001431,0.1959550907718587,0.5454545454545454,0.0,0.0,0.0,0.3967035025032339,0.4904266188458819,0.5454545454545454,0.1881512818362717,0.1441378796812923,0.1333527271303516,0.080046308754602,0.0,0.0,2.0,0.3333333333333333,0.8536585365853658,0.4,0.7826086956521738,0.4211324708645321,1.0,0.0,0.0,0.0,0.1688311818181818,0.8362862038191097,0.3718142136363636,1.0,0.1466964004794006,0.2159092918649401,0.2287154030196572,0.0,0.3763707272727273,0.6252065454545456,0.6282888588817958,0.29147539029913,0.7272727272727273,0.0,0.0765069211864414,0.0,0.6024647787070752,0.6863973781632038,0.7272727272727273,0.2966664157723428,0.2048326574473186,0.1216237717396343,0.1756942616769919,0.0,0.0,2.0,0.3333333333333333,stable
7FB7C50A-30EA-A991-0C04-7FFA681B8803,0.5609756097560976,1.0,0.4347826086956521,0.38838907322117,1.0,0.0,0.0,0.0531914893617018,0.3484848181818182,0.8420953912728142,0.6316352727272727,0.5,0.3342250676505355,0.2309334110058684,0.0766835547101263,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0845715171064404,0.5890746125786887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1012269938650306,0.5853658536585367,1.0,0.4347826086956521,0.1079058282236169,1.0,0.0,0.0,0.0,1.0,0.6691004982083438,0.6575902409090909,0.5,0.2048283390037671,0.0434580041026666,0.064567971162949,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0845715171064404,0.5890746125786887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1012269938650306,stable
B17DF37B-207D-A052-4D45-F862B3BF4C4C,0.5609756097560976,0.4,0.5217391304347826,0.643653702071503,1.0,0.0,0.0,0.0,0.0,1.0,0.5117691958333332,0.5,0.2463608329374867,0.3262369444383591,0.0184584108525949,0.0,0.0555555555555555,0.3,0.1444425720407328,0.0963871012592857,0.25,0.0,0.0,0.0,0.3134286378298303,0.5890746125786887,0.125,0.2138029369136239,0.0608924274392767,0.000466118868092,0.1266957944593122,0.0,0.7638888333333332,3.0,0.4444444444444444,0.5853658536585367,0.4,0.5635233201581027,0.4894166767403085,1.0,0.0,0.0,0.0,0.0,0.7919476831922947,0.4214005,0.5,0.2149876369808221,0.2201858962778442,0.0316508508504703,0.0,0.2916666666666666,0.4818181818181818,0.367672001558229,0.351645513049696,0.6363636363636364,0.0,0.0,0.0,0.6671169153114328,0.5890746125786887,0.3181818181818182,0.2255676674869862,0.1886035373483436,0.0010562314055382,0.411827066668638,0.0,0.409091,3.0,0.4444444444444444,stable
