[control]player_id,Time_Index,playerScore,playerKillCount,playerSpeedX,playerSpeedY,playerSpeedZ,playerDeltaDistance,playerDeltaRotation,playerHealth,playerHealing,playerDamaged,playerShooting,playerReloading,playerProjectileCount,playerProjectileDistance,reticleDeltaDistance,playerCrouching,playerSprinting,playerAimAtEnemy,visibleBotCount,botSpeedX,botSpeedY,botSpeedZ,botDeltaDistance, botDeltaRotation ,botHealth,botDamaged,botShooting,botProjectileCount,botProjectilePlayerDistance,botAimAtPlayer,playerDeath,playerTriesShootOnReload,Cluster,[output]arousal
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.0,0.0,0.0,0.5092909625208417,1.0,0.49893677994275054,0.0,0.0010255218296628238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009529938528003999,0.0,0.0,0.0,0.25100458947726945,0.016423844977104734,0.002856193573251336,0.005858752366905952,0.003822920174543472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2694300518134715
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.023255813953488372,0.0,0.0,0.5095125855104156,1.0,0.4782393362149756,0.007126875227831382,0.00020291271243851107,1.0,0.0,0.0,0.1258740909090909,0.0,0.01157575713684309,0.009154471291039235,0.0010256230793463238,0.0,0.0,0.0227272727272727,0.33926504930857837,0.23188762734167773,0.0,0.046745984421629985,0.04896833391339986,0.0038422336538724085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2354634427173287
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.046511627906976744,0.01,0.30555555555555547,0.6055844777136616,1.0,0.3890113147782576,0.1075329845370621,0.0021048905773650914,1.0,0.0,0.0,0.2064392583333333,0.12851107296751815,0.3758505057046965,0.21667545593024115,0.0019271047635251095,0.0,0.0,0.602823175,0.2763944756422033,0.04097499627204788,0.00018806194021779511,0.021884323252938542,0.04231925299138149,0.0007075152296205125,0.55213675,0.10359292982192259,0.4009971666666667,0.17122160159041044,0.2806819757886017,0.0,0.0,0.0,3.0,0.2538860103626943
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.06976744186046512,0.04,0.0,0.4911839067519336,1.0,0.5230703487484403,0.08319212614616721,0.028163621628005342,1.0,0.0,0.0,0.0,0.3113473017342893,0.05643185871870335,0.037906282437447675,0.01741046985084692,0.3896103636363637,0.0,0.0604395454545454,0.1023454401234746,0.4474007807796363,0.04551445435516471,0.17269973229477537,0.11396364420679017,0.018466160450686064,0.5454545454545454,0.0,0.041958,0.004973351710483068,0.02626064251857806,0.0,0.0,0.0,3.0,0.3229706390328152
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.09302325581395349,0.06897436666666668,0.30555555555555547,0.6083920263787705,1.0,0.32569042862428643,0.14726220397493775,0.039381085862875045,1.0,0.0,0.0,0.1730768333333333,0.0,0.16729092607689858,0.09240912534725819,0.018067695342416916,0.0,0.5064102583333333,0.1837606666666666,0.13534249176548568,0.07859816107919401,0.0018336085716611434,0.15291992816384437,0.08716094198128604,0.001362238579209085,0.625,0.15843626797748211,0.75,0.11529468632016542,0.2170678532506848,0.07543425032258057,0.0,0.0,3.0,0.3471502590673575
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.11627906976744186,0.1032323272727273,0.3333333333333333,0.685411928529723,1.0,0.5861678087731673,0.07725130156000252,0.07921873131739088,1.0,0.0,0.0,0.6125222727272728,0.4256545666800808,0.042554418181893414,0.024969178835439285,0.023664685816863124,0.5369015454545454,0.0320855454545454,0.3049984545454545,0.09401520193916404,0.08380128256720482,0.04186988211463966,0.07212574559937936,0.056972679464634406,0.003174566703939684,0.3272727272727273,0.12962972565164793,0.1647727272727272,0.01116744166981206,0.012869584755150482,0.0,0.0,0.0,3.0,0.3782383419689119
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.13953488372093023,0.12,0.0,0.4000824402225423,1.0,0.4032767649132748,0.10267622000803836,0.056776934306233304,1.0,0.0,0.0,1.0,0.029004263860051047,0.0,0.0,0.017787675475891288,0.3571428333333333,0.1190475833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3390903857225101
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.16279069767441862,0.14259739999999999,0.6666666666666666,0.5014176628829043,1.0,0.29633236655112183,0.09528568891547563,0.02351640001356712,1.0,0.0,0.0,0.7331210909090909,0.0,0.30450481420186726,0.10185474678699522,0.013744743213142068,0.0,0.0,0.3761405454545454,0.39338997064253944,0.2606884250144117,0.004772305940899557,0.18033019538256503,0.12527010555053888,0.005066465960677077,0.6503053636363637,0.3937640842696916,0.4651116363636364,0.16199962707782242,0.3072249686347668,0.0,0.0,0.0,3.0,0.3523316062176166
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.18604651162790697,0.21240733333333334,0.30555555555555547,0.5005234324230374,1.0,0.39901534749563905,0.08070429740685002,0.055347621180769906,1.0,0.0,0.0,0.7303240833333334,0.4111351113081357,0.08176080002317467,0.06463176840804753,0.019713617452432924,0.2329860833333333,0.1176470833333333,0.3308143333333334,0.13422211311775273,0.48121292251822423,0.056810663393482896,0.2478335869075375,0.09523548769110406,0.00971277899264729,0.15,0.0,0.0,0.0,0.0,0.012903225806451531,0.0,0.0,3.0,0.3937823834196891
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.20930232558139533,0.24,0.0,0.7052093566839679,1.0,0.41965187635612416,0.16077093478646934,0.08349926490164551,1.0,0.0,0.0,0.0,0.4500930926647253,0.0,0.0,0.018854099263043652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4041450777202072
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.23255813953488372,0.24,0.0,0.3816364860999996,1.0,0.46117313266633414,0.11595777796289888,0.05958024960995541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02183607285349133,0.0,0.6545139166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3419689119170984
