Player,Time_Index_L,playerScore_L,playerHasCollisions_L,playerIsCollidingAbove_L,playerIsCollidingBelow_L,playerIsCollidingLeft_L,playerIsCollidingRight_L,playerIsFalling_L,playerIsGrounded_L,playerIsJumping_L,playerSpeedX_L,playerSpeedY_L,playerDeltaDistance_L,playerHealth_L,playerDamaged_L,playerPointPickup_L,playerPowerPickup_L,playerHasPowerup_L,playerKillCount_L,visibleBotCount_L,botHasCollisions_L,botIsCollidingBelow_L,botIsCollidingLeft_L,botIsCollidingRight_L,botIsFalling_L,botIsGrounded_L,botSpeedX_L,botSpeedY_L,botDeltaDistance_L,botHealth_L,botPlayerDistance_L,pickUpsVisible_L,pickUpPlayerDisctance_L,playerDeath_L,Cluster_L,[output]arousal_L,Time_Index_R,playerScore_R,playerHasCollisions_R,playerIsCollidingAbove_R,playerIsCollidingBelow_R,playerIsCollidingLeft_R,playerIsCollidingRight_R,playerIsFalling_R,playerIsGrounded_R,playerIsJumping_R,playerSpeedX_R,playerSpeedY_R,playerDeltaDistance_R,playerHealth_R,playerDamaged_R,playerPointPickup_R,playerPowerPickup_R,playerHasPowerup_R,playerKillCount_R,visibleBotCount_R,botHasCollisions_R,botIsCollidingBelow_R,botIsCollidingLeft_R,botIsCollidingRight_R,botIsFalling_R,botIsGrounded_R,botSpeedX_R,botSpeedY_R,botDeltaDistance_R,botHealth_R,botPlayerDistance_R,pickUpsVisible_R,pickUpPlayerDisctance_R,playerDeath_R,Cluster_R,[output]arousal_R,Ranking
1FA97947-2FB7-D626-8CD3-2426BEEE97D1,0.4285714285714285,0.3869468301788412,0.4299514166666666,0.0,0.310443675,0.1658985215632731,0.0090256647929797,0.3403645,0.310443675,0.41944,0.6627275833333334,0.2727365642087066,0.2012826414205499,1.0,0.0,0.0,0.0,0.0,0.3333333333333332,0.3824161455547016,0.8608647500000001,0.8608647500000001,0.0,0.0,0.0223135166666666,0.8608647500000001,0.8891544444444445,0.0159288418570267,0.0339605687669125,0.9151785833333334,0.424428039878463,0.105386418617365,0.4083936965625035,0.0,1.0,0.3369565217391304,0.4523809523809523,0.3869468301788412,0.4525631666666667,0.0030977345841625,0.4477856666666667,0.0,0.00235806049764,0.2573199166666666,0.4477856666666667,0.5600319166666666,0.313760995,0.2749641963506385,0.1949836467259626,1.0,0.0,0.0,0.0,0.0,0.0,0.0852799196067419,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.4166666666666667,0.4166666666666666,0.0,0.0027163861992271,0.4166666666666667,0.3125692563823978,0.1145702975163283,0.5704893795709834,0.0,1.0,0.3369565217391304,stable
F1430977-52AF-4F46-BF92-0A8D736CBD2B,0.3809523809523809,0.0,0.8009615,0.0,0.8009615,0.0,0.0,0.1990385,0.8009615,0.0625,0.8274219875000001,0.0920194083144733,0.2234753383147805,1.0,0.0,0.0,0.0,0.0,0.0,0.2442799083550613,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0175203913568201,1.0,0.6296494793721834,0.1917619418441815,0.2352235845260174,0.0,2.0,0.0,0.4047619047619047,0.0401037347255948,0.6172161666666667,0.0,0.5787546666666666,0.0,0.4966443421467519,0.2029913333333333,0.5787546666666666,0.4450548333333333,0.8622170000000001,0.1607226470693456,0.2185535229812669,1.0,0.0,0.3666666666666665,1.0,0.8809523333333334,0.6666666666666664,0.2408871454212359,0.969697,0.969697,0.3333339999999997,0.5820099999999989,0.030303,0.969697,0.8950275,0.00472759188717,0.4808199001768252,0.9848485,0.7248511569607129,0.0228288117320188,0.0084961245057213,0.0,2.0,0.0,stable
AB9921A8-F143-E101-6A47-E66882F571B2,0.8571428571428571,0.6322659991571213,0.3536808416666667,0.0,0.3536808416666667,0.0,0.0,0.2298885833333333,0.3536808416666667,0.6577459166666667,0.9335843333333336,0.2898971007256501,0.2097837197956129,1.0,0.0,0.1833333333333332,0.0,0.0,0.0,0.2085938708098315,0.6923791666666667,0.6923791666666667,0.0,0.0,0.2242874999999999,0.6923791666666667,0.7697002638888889,0.0252312926527683,0.155259126563116,0.9166666666666666,0.59308438047482,0.0426137701809831,0.0539280204943369,0.0,1.0,0.8,0.8809523809523809,0.6373241908827973,0.4752573727272727,0.0188814521500358,0.4425493636363636,0.025906523221953,0.0,0.2358540454545454,0.4425493636363636,0.5692287727272728,0.4145474943999999,0.2189845894132249,0.1990540514095576,1.0,0.0,0.0,0.0,0.0,0.0,0.1069662411828832,0.0570527272727272,0.0570527272727272,0.0,0.0,0.4884018181818181,0.0570527272727272,0.5454540909090908,0.7834424501864499,0.0094358639372743,0.5454545454545454,0.4297936227371743,0.1757126178834746,0.140675909106815,0.0,1.0,0.8,stable
99C0C5AE-01AD-1BB2-A36B-74B166CB26BA,0.8571428571428571,0.3690133965258415,0.8951049090909091,0.0,0.8951049090909091,0.0,0.0,0.1048950909090909,0.8951049090909091,0.0,0.1814724354545454,0.0514409769717759,0.1930693030035063,1.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.5022055144634803,0.670767,0.6559503636363636,0.041958,0.1383567777777778,0.3440495636363636,0.6559503636363636,0.9123969696969696,0.3193647081421832,0.0176926180382631,1.0,0.3197282717390717,0.3050758165702888,0.2620479120207922,0.0,2.0,0.8001808318264015,0.8809523809523809,0.3869468301788412,0.172619,0.0,0.0416666666666666,0.0,0.1371044618968239,0.7214285,0.0416666666666666,0.5200455833333334,0.2218495,0.6914049097810048,0.2842407344795656,0.3459384166666666,0.0,0.0,0.0,0.0,0.0,0.2382926485145968,1.0,1.0,0.0,0.0,0.0,1.0,0.9477090277777778,0.0,0.0119251404054391,1.0,0.6243909792679797,0.143687159103198,0.6549330172283071,0.5,2.0,0.8001808318264015,stable
A43E8D46-F136-DB41-3E16-F9F161DBA1D6,0.8809523809523809,0.3414236736872129,0.6344250909090909,0.0411087509447712,0.6009134545454545,0.0,0.0,0.1956550909090909,0.6009134545454545,0.4161764545454545,0.1379352450909091,0.1667058664890013,0.1980647553060812,1.0,0.0,0.0,0.0,1.0,0.3636363636363636,0.4553795654526918,0.7960519090909092,0.7931193636363637,0.035190654545454,0.0,0.2068806454545454,0.7931193636363637,0.940147575757576,0.1319903614769317,0.0173364896880218,1.0,0.3426487334302696,0.3917276338894953,0.3352815916805313,0.0,2.0,0.5,0.9047619047619048,0.3506366121620249,0.7011536666666668,0.0227167202838592,0.6826351666666666,0.0,0.0,0.2618092166666666,0.6826351666666666,0.2425466666666667,0.4706891841494784,0.1355247437668566,0.204823994177234,1.0,0.0,0.1833333333333332,0.5,1.0,0.0,0.0346507385803029,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2611559722222222,0.3276361458486648,0.008134248527976,0.3333333333333333,0.2075487279648337,0.618657103324298,0.3624423706127304,0.0,2.0,0.5,stable
48847236-6E23-6E61-57CD-780C68FAA2C2,0.4761904761904761,0.5287502211096319,0.4367104090909091,0.0117387778179553,0.4217934181818181,0.0080005479364673,0.0,0.2619194545454545,0.4217934181818181,0.5393032727272726,0.6415751321727272,0.2455638980004783,0.2087398692822134,1.0,0.0,0.1999999999999999,0.0,1.0,0.0,0.306671750649729,0.6503268181818181,0.6503268181818181,0.0,0.0,0.1678549636363636,0.6503268181818181,0.7403101515151516,0.1132976013342123,0.0158671336955874,0.8181818181818182,0.5654172139610055,0.1972132108636975,0.3505770692896703,0.0,1.0,0.4,0.5,0.5462778778995406,0.4528780833333333,0.038020672008963,0.4218838333333333,0.0,0.0,0.2326540083333333,0.4218838333333333,0.5503669166666666,0.3134777833333333,0.2514442489666969,0.2050079634372518,1.0,0.0,0.0,0.0,1.0,0.3333333333333332,0.4376282700844535,0.6105287500000001,0.60807775,0.0294117999999996,0.0,0.3723143833333333,0.60807775,0.9267877777777778,0.2942887650103236,0.0161489194255779,1.0,0.4333380330076293,0.2499634490116909,0.3484430588118649,0.0,1.0,0.4,stable
A7C426E7-344F-99F4-6E35-453AF3AD9C2C,0.5476190476190476,0.3869468301788412,0.3360345833333333,0.0,0.31410475,0.0,0.0321441153883536,0.3305888083333333,0.31410475,0.5721595833333334,0.7115773586666667,0.3183355491194127,0.2201374328761914,1.0,0.0,0.0,0.0,1.0,0.0,0.205322779627026,0.331196625,0.331196625,0.0,0.0,0.0822649166666666,0.331196625,0.4004829166666666,0.0291365857329478,0.1285268984712116,0.5,0.2743949619791844,0.1109733388723479,0.2386690636992453,0.0,1.0,0.7634408602150539,0.5714285714285714,0.3869468301788412,0.3668636363636363,0.0148691037002693,0.3299219090909091,0.0,0.1453790613758498,0.3300324545454545,0.3299219090909091,0.6862710000000001,0.73994587,0.2872225087036569,0.2169154817951081,1.0,0.0,0.0,0.0,1.0,0.3636363636363636,0.1510886778261131,0.5454545454545454,0.5454545454545454,0.0,0.0,0.0,0.5454545454545454,0.5454545454545454,0.0,0.0074739689075955,0.5454545454545454,0.2036861512460292,0.2809655353235085,0.2951009155487406,0.0,1.0,0.7634408602150539,stable
718078D1-70DB-2916-366D-1119A22DCD7F,0.6904761904761905,0.2276157824581419,0.8223103333333333,0.0073018131709176,0.7865960833333334,0.0,0.0311600938722185,0.1598325,0.7865960833333334,0.2163800833333333,0.4074730694175833,0.1636745778454368,0.1942262101096633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1706453453246142,0.4387608478846624,0.0,2.0,0.1818181818181818,0.7142857142857142,0.2276157824581419,0.7267036333333333,0.0073018131709176,0.7207512500000001,0.0,0.0,0.1130951916666666,0.7207512500000001,0.285098525,0.1289977533346446,0.1173432997440074,0.1887985778136388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2545607977459487,0.4092040073019093,0.0,2.0,0.1818181818181818,stable
62A1F053-1EA8-7433-090E-89D450314F41,0.5,0.3414236736872129,0.4955505833333333,0.0136452024112913,0.4844271,0.0,0.0,0.271731,0.4844271,0.5239124999999999,0.2823174616694726,0.2060385316564988,0.1942967971558417,1.0,0.0,0.0,0.0,1.0,0.3333333333333332,0.0252703290294914,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0011977642420509,0.1666666666666666,0.0241008944996693,0.2931533519667831,0.1913116317318122,0.0,1.0,0.6145833333333333,0.5238095238095237,0.3807057951036577,0.4543751666666667,0.0,0.4077801666666666,0.0,0.1243991862174168,0.2520135,0.4077801666666666,0.50017,0.783753,0.2255203562676285,0.1992790215515271,1.0,0.0,0.3666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525798460407289,0.0192961851605603,0.0,1.0,0.6145833333333333,stable
2C636222-CB43-AB6F-444A-7278047991C7,0.4047619047619047,0.3903463753515728,0.7015151818181818,0.0156952108634685,0.6724868272727272,0.0,0.1976620970382539,0.2383838181818181,0.6724868272727272,0.232659909090909,0.3287071171818182,0.1619956757594325,0.1923792336358068,1.0,0.0,0.1999999999999999,0.5454545454545456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2680931314533341,0.1640427218965028,0.0,1.0,0.3636363636363636,0.4285714285714285,0.4324699866704696,0.33465275,0.0,0.3152083333333333,0.0041558381001882,0.0930648836133509,0.3080891666666667,0.3152083333333333,0.69034725,0.4100462028083333,0.326701897904218,0.1986093498626812,1.0,0.0,0.0,0.0,1.0,0.0,0.0140390716830508,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0005886235288254,0.0833333333333333,0.0646370379979928,0.1917619418441815,0.3724298241009668,0.0,1.0,0.3636363636363636,stable
