Player,Time_Index_L,playerScore_L,playerKillCount_L,playerSpeedX_L,playerSpeedY_L,playerSpeedZ_L,playerDeltaDistance_L,playerDeltaRotation_L,playerHealth_L,playerHealing_L,playerDamaged_L,playerShooting_L,playerReloading_L,playerProjectileCount_L,playerProjectileDistance_L,reticleDeltaDistance_L,playerCrouching_L,playerSprinting_L,playerAimAtEnemy_L,visibleBotCount_L,botSpeedX_L,botSpeedY_L,botSpeedZ_L,botDeltaDistance_L, botDeltaRotation _L,botHealth_L,botDamaged_L,botShooting_L,botProjectileCount_L,botProjectilePlayerDistance_L,botAimAtPlayer_L,playerDeath_L,playerTriesShootOnReload_L,Cluster_L,[output]arousal_L,Time_Index_R,playerScore_R,playerKillCount_R,playerSpeedX_R,playerSpeedY_R,playerSpeedZ_R,playerDeltaDistance_R,playerDeltaRotation_R,playerHealth_R,playerHealing_R,playerDamaged_R,playerShooting_R,playerReloading_R,playerProjectileCount_R,playerProjectileDistance_R,reticleDeltaDistance_R,playerCrouching_R,playerSprinting_R,playerAimAtEnemy_R,visibleBotCount_R,botSpeedX_R,botSpeedY_R,botSpeedZ_R,botDeltaDistance_R, botDeltaRotation _R,botHealth_R,botDamaged_R,botShooting_R,botProjectileCount_R,botProjectilePlayerDistance_R,botAimAtPlayer_R,playerDeath_R,playerTriesShootOnReload_R,Cluster_R,[output]arousal_R,Ranking
D8D27F81-4F83-E10A-448A-735447867552,0.4418604651162791,0.16,0.0,0.6289664139458214,1.0,0.4413107089458538,0.1222494321740024,0.0118693379634816,0.9598484545454546,0.6818181818181818,0.0,0.0,0.4556302532246005,0.0,0.0,0.0109591563219428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2727272727272726,0.4651162790697674,0.16,0.0,0.5820039930085059,1.0,0.4402074312884332,0.1073992167272658,0.0288453474286309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0282008059961079,0.0,0.0,0.0,0.0492537276676322,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2727272727272726,stable
7417E7AB-C723-0958-F8EE-DDA4DED65165,0.6046511627906976,0.36,0.0,0.4824680208725804,1.0,0.4496033916404591,0.2868442412006442,0.0353349337373282,0.47058825,0.0,0.0,1.0,0.0,0.0,0.0,0.0076610720695578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5061157309800394,0.0,0.0,0.0,4.0,0.3,0.627906976744186,0.36,0.0,0.5044657065309909,1.0,0.2473664503422353,0.0826665482722199,0.0186056218372774,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0092437283174518,0.0606060909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,stable
AB9921A8-F143-E101-6A47-E66882F571B2,0.3720930232558139,0.28,0.0,0.5738886359383737,1.0,0.4040635465551425,0.0428802455750074,0.034671951120891,1.0,0.0,0.0,1.0,0.4201034429514034,0.0,0.0,0.0312882351255309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.3953488372093023,0.28,0.0,0.4025092276214673,1.0,0.390391831541079,0.0599440324525409,0.0903360346274823,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1035347405419858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,stable
EA788550-E907-E4AC-EAE4-82CC26723E3B,0.5581395348837209,0.04,0.0,0.5092909625208417,1.0,0.4989367799427505,0.0674927701496443,0.0007129349016656,0.2068181818181818,0.0,0.0757575757575756,0.5075758181818183,0.4841071440511381,0.0,0.0,0.0023641994280127,0.0,0.0,0.6060606363636364,0.5149253347070646,0.0072520873924877,0.0,0.0054811636535425,0.0295968998084254,0.0106855571383823,0.8060606363636363,0.0,0.0454545454545454,0.0064653636889916,0.0058044405240282,0.0187683659824046,0.0,0.0,1.0,0.954233409610984,0.5813953488372093,0.04,0.0,0.5092909625208417,1.0,0.4989367799427505,0.0,0.0410935868546378,0.2599999999999999,0.7666667,0.0,0.65,0.5011932785470606,0.0077593805738217,0.0093282340324153,0.0464104076728519,0.0,0.0,0.25,0.4925372766763226,0.0106494400677543,0.0,0.0232369671340945,0.119417907696252,0.0005881546559416,0.5999999999999999,0.1425926982168135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.954233409610984,stable
3FC0B5B3-AC42-BF96-D8EE-10E81EAAACF6,0.4186046511627906,0.2756363636363636,0.3333333333333333,0.5082980017664583,1.0,0.4975358810611943,0.0823529120360417,0.0611575732747767,0.7548950909090909,0.0979020999999999,0.0,0.0683982727272727,0.4561048718686283,0.0380243225073201,0.0364768441243706,0.0241139844953459,0.0,0.0,0.1324675181818181,0.0204690880246949,0.1812168661369893,0.0336049926679105,0.1179931422140797,0.0191387754524448,8.560417919552866e-05,0.0363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5224358974358975,0.4418604651162791,0.28,0.0,0.4889499011776009,1.0,0.3146389156055788,0.0359415462081062,0.055591613493989,0.8685158333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0260739053331009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5224358974358975,stable
D51A5648-0039-8CB1-45CB-C51E5ABA8BCC,0.6511627906976745,0.44,0.0,0.3976791934746029,1.0,0.9011733586081252,0.1133299653228896,0.0386944974461984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202471523702206,0.0,0.6359848181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3043478260869565,0.6744186046511628,0.44,0.0,0.5015031953470472,1.0,0.7035881646954045,0.0618934255252195,0.0506105484233333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182431723723975,0.0,0.0989583333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3043478260869565,stable
09FCECC4-F94E-ED69-5E9B-3223B590A149,0.4651162790697674,0.32,0.0,0.5415262934699963,1.0,0.5546341598993035,0.0864282911319443,0.0815562841078215,0.2163690833333333,0.3273809166666666,0.0,0.327777775,0.0,0.162146379162649,0.1068264171370514,0.0275116083504702,0.0,0.0,0.3561508083333333,0.2197474966606346,0.4274284017527489,0.0059138863138481,0.9088615982552436,0.1782886631186874,0.0016034396069439,0.6867857499999999,0.0339506560128308,0.0,0.0,0.0,0.0894624,0.0,0.0,4.0,0.6000000000000001,0.4883720930232558,0.32,0.0,0.3472311191850609,0.8997491863374265,0.4513265373315635,0.1011982857730378,0.020851133408228,0.0733766363636363,0.3441558181818182,0.0634920909090906,1.0,0.4540029697752089,0.0,0.0,0.0068845074193309,0.0,0.0,0.1673326363636363,0.3035592310776693,0.3028372441044084,0.0348359140064855,0.8676390665268612,0.1869169625499572,0.0019069130348783,0.3120032727272728,0.0,0.2690870272727272,0.0772483851784382,0.060827723978115,0.1197759737243401,0.909090909090909,0.0,4.0,0.6000000000000001,stable
4CAE9D77-C8A8-2EE8-53D0-7C3C6331B2C5,0.6511627906976745,0.48,0.0,0.3823883371306264,1.0,0.6287165591815588,0.1241222111097608,0.0474431857265807,0.8053102727272726,1.0,0.0,0.0,0.0,0.0,0.0,0.0283487186072615,1.0,0.0,0.0,0.0124377975792688,0.0102856497685446,0.0,0.1315882082954052,0.0628935855116968,0.0332993306396418,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.6744186046511628,0.5030303636363637,0.3333333333333333,0.4358643410993875,1.0,0.4891612415212475,0.0429042313552113,0.0382822710055761,0.9512626363636364,0.990909090909091,0.0,0.4710514545454545,0.0,0.299651928295423,0.056935881005851,0.0274995812509602,1.0,0.0,0.4831038181818182,0.2890546799212926,0.3221293323045797,0.0111106230044053,0.4060544782052614,0.250779334806206,0.0032030963133455,0.7621211818181817,0.4580250652037512,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,stable
10FFF83C-FD48-DCA7-E554-491C3C1E3EC6,0.3023255813953488,0.0970629454545454,0.3333333333333333,0.5441542000899354,1.0,0.452766360627034,0.0191496630431734,0.0085517060465786,1.0,0.0,0.0,0.4230769999999999,0.0,0.3744695969599029,0.5017330583093177,0.0087358874937804,0.0,0.0,0.25,0.1580080180591031,0.0969110373641762,0.2074993818697033,0.0755847169891036,0.1056863790960707,0.0075384720759827,0.3595040909090909,0.1806959560710776,0.5670996363636364,0.2090187427014125,0.2549816263124325,0.0,0.0,0.0,2.0,0.6935483870967742,0.3255813953488372,0.12,0.0,0.6019428227153418,1.0,0.3680656430697676,0.072675052420699,0.0963087970103969,1.0,0.0,0.0,0.0,0.4126706422152842,0.0,0.0,0.0356292080888469,0.0,0.0849205833333333,0.0857843333333333,0.0371968255823264,0.0154742339022856,0.0,0.1751673437714046,0.0312122611803558,0.142118366140915,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6935483870967742,stable
718078D1-70DB-2916-366D-1119A22DCD7F,0.1627906976744186,0.08,0.0,0.5092909625208417,0.9997947087409736,0.4989367799427505,0.0009148845186797,0.005870822827859,0.9057291666666668,0.1145833333333333,0.0,0.96875,0.4060593807949167,0.1347114596739818,0.0897824263605903,0.0091186323854887,0.0,0.0,0.0,0.2462686383381613,0.0,0.0413971788085499,0.0,0.0625204876961908,0.0001958251782419,0.5999999999999999,0.1188272485140105,1.0,0.240355907926497,0.5224368701764074,0.0,0.0,0.0,2.0,0.6000000000000001,0.1860465116279069,0.08,0.0,0.5092909625208417,1.0,0.4989367799427505,0.0,0.001449634151763,0.9893939090909092,0.5454545454545454,0.0,0.7020202727272727,0.0,0.5423727734339876,0.195158159099403,0.0025063384159074,0.0,0.0,0.2209595454545454,0.1175373046613951,0.0,0.0489303464670127,0.0,0.0637931157271237,8.005862453017454e-05,0.2787879090909091,0.1152263075750415,0.5454545454545454,0.1510379947441765,0.5105371519536025,0.0,0.0,0.0,2.0,0.6000000000000001,stable
